invoice_number,vendor,invoice_date,total_amount,currency,total_amount_usd,source_file,flag_failed,flag_line_total_mismatch,line_items
74930-INV,Black Mesa Supplies,2026-01-10,6996.56,GBP,8885.6312,325.pdf,False,True,"[{'description': 'Quarterly Maintenance', 'amount': 6325.6}, {'description': 'Quarterly Maintenance', 'amount': 337.79}]"
INV-99982,Initech Inc,2026-06-25,4.44654,EUR,4.8022632,326.pdf,False,True,"[{'description': 'Freight and shipping', 'amount': 397.04}, {'description': 'Annual software license', 'amount': 309.96}, {'description': 'Cloud hosting', 'amount': 352.78}]"
INV-92867,Gekko And Co,2026-09-10,11710.71,GBP,14872.6017,327.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 2083.4}, {'description': 'Design Work', 'amount': 5149.4}, {'description': 'Spare Parts', 'amount': 509.02}, {'description': 'Consulting Hours', 'amount': 2867.92}]"
INV-7923,Cyberdyne Systems,08.08.2026,1031004.0,EUR,1113484.32,328.pdf,False,,"[{'description': 'Annual Software License', 'amount': 388008.0}, {'description': 'Data Subscription', 'amount': 642996.0}]"
INV-74207,Globex Llc,2025-06-16,1840.3,GBP,2337.181,329.pdf,False,True,"[{'description': 'Onsite training', 'amount': 741.36}, {'description': 'Consulting hours', 'amount': 784.32}, {'description': 'Subtotal', 'amount': 1525.68}, {'description': 'Tax', 'amount': 274.62}, {'description': 'Shipping', 'amount': 40.0}, {'description': 'Total', 'amount': 1840.3}]"
INV-7386,Stark Industries Llc,2026-04-23,14311.62,INR,171.73944,33.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 3768.27}, {'description': 'Onsite Training', 'amount': 4355.68}, {'description': 'Consulting Hours', 'amount': 4177.53}, {'description': 'Premium Support Plan', 'amount': 709.08}]"
INV.13908,Acme Corp,2026-06-19,8724.06,USD,8724.06,330.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 3575.56}, {'description': 'Consulting hours', 'amount': 4035.7}, {'description': 'Design work', 'amount': 697.37}]"
INV. Account for remittance AC4819551,Aperture Labs,2025-08-03,23866.55,INR,286.3986,331.pdf,False,,"[{'description': 'Security Audit', 'amount': 6033.3}, {'description': 'Onsite Training', 'amount': 2596.4}, {'description': 'Premium Support Plan', 'amount': 7439.52}, {'description': 'Spare Parts', 'amount': 7797.33}]"
INV. Account for remittance AC4497869,Stark Industries Llc,2025-09-19,8147.87,INR,97.77444,332.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 1740.68}, {'description': 'Consulting Hours', 'amount': 4901.22}, {'description': 'Premium Support Plan', 'amount': 728.89}]"
INV-61436,Umbrella Corporation Inc,2026-09-07,15089.95,GBP,19164.236500000003,333.pdf,False,True,"[{'description': 'License renewal', 'amount': 9311.4}, {'description': 'Design work', 'amount': 3466.1}]"
INV-49139,Nakatomi Trading,2025-10-21,11493.62,EUR,12413.109600000002,335.pdf,False,True,"[{'description': 'Onsite training', 'amount': 4.95992}, {'description': 'License renewal', 'amount': 6.5337}]"
INV. Account for remittance AC8643561,Umbrella Corporation Inc,2026-11-28,9196.55,GBP,11679.618499999999,337.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 505.92}, {'description': 'Consulting Hours', 'amount': 4003.85}, {'description': 'Consulting Hours', 'amount': 1240.56}, {'description': 'Annual Software License', 'amount': 3421.22}]"
BENGALURU_24984,Globex Llc,21.07.2026,8580.47,INR,102.96564,339.pdf,False,True,"[{'description': 'Security Audit', 'amount': 2681.04}, {'description': 'System Installation', 'amount': 1805.76}, {'description': 'Annual Software License', 'amount': 1759.65}, {'description': 'Premium Support Plan', 'amount': 1440.56}, {'description': 'Data Subscription', 'amount': 113.42}]"
INV-2026-94097,Nakatomi Trading,20.04.2025,18682.99,GBP,23727.397300000004,34.pdf,False,True,"[{'description': 'Onsite training', 'amount': 2906.33}, {'description': 'Premium support plan', 'amount': 7404.03}, {'description': 'License renewal', 'amount': 5258.8}]"
INV. 69339/INV.,Initech Inc,2025-04-08,12685.7,INR,152.22840000000002,340.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 2183.48}, {'description': 'Security Audit', 'amount': 3682.2}, {'description': 'Annual Software License', 'amount': 3925.98}, {'description': 'Quarterly Maintenance', 'amount': 2289.96}]"
INV-25938,Wonka Industries,2026-02-07,9398.57,GBP,11936.1839,341.pdf,False,True,"[{'description': 'Premium Support Plan', 'amount': 844.36}, {'description': 'Onsite Training', 'amount': 8195.3}, {'description': 'Annual Software License', 'amount': 346.41}]"
INV/2026/77029,Wayne Enterprises Ltd,2025-04-11,6573.52,GBP,8348.3704,342.pdf,False,True,"[{'description': 'System Installation', 'amount': 1920.3}, {'description': 'Premium Support Plan', 'amount': 4154.72}]"
,Umbrella Corporation Inc,,675.1,INR,8.1012,343.pdf,False,,[]
INV/14916,Wonka Industries,2025-06-24,14280.51,USD,14280.51,345.pdf,False,,"[{'description': 'Quarterly maintenance', 'amount': 4509.24}, {'description': 'Design work', 'amount': 849.63}, {'description': 'Server hardware', 'amount': 3566.34}, {'description': 'Design work', 'amount': 5355.3}]"
INV-59487,Globex Llc,20.05.2026,13714.24,USD,13714.24,346.pdf,False,True,"[{'description': 'Consulting hours', 'amount': 3276.84}, {'description': 'Freight and shipping', 'amount': 3450.84}, {'description': 'Security audit', 'amount': 136.7}, {'description': 'Onsite training', 'amount': 1446.99}, {'description': 'Spare parts', 'amount': 5402.87}, {'description': 'Subtotal', 'amount': 13714.24}, {'description': 'Tax', 'amount': 1371.42}, {'description': 'Shipping', 'amount': 25.0}, {'description': 'Remittance', 'amount': 15110.66}]"
INV-60251,Acme Corp,2025-04-17,1757.45,USD,1757.45,347.pdf,False,True,"[{'description': 'Premium Support Plan', 'amount': 1091.76}, {'description': 'License Renewal', 'amount': 570.1}]"
INV-82779,Black Mesa Supplies,10.09.2026,6832.84,INR,81.99408,348.pdf,False,True,"[{'description': 'Design work', 'amount': 18.52}, {'description': 'Cloud hosting', 'amount': 1533.84}, {'description': 'Consulting hours', 'amount': 3552.88}]"
INV-4757,Pied Piper Llc,2025-07-21,2685.63,INR,32.227560000000004,349.pdf,False,True,"[{'description': 'Onsite training', 'amount': 2230.92}, {'description': 'System installation', 'amount': 174.2}]"
INV-68173,Pied Piper Llc,14.09.2026,11909.72,GBP,15125.3444,35.pdf,False,,"[{'description': 'System installation', 'amount': 2257.52}, {'description': 'System installation', 'amount': 4270.8}, {'description': 'Consulting hours', 'amount': 716.04}, {'description': 'Spare parts', 'amount': 4665.36}]"
INV-95224,Gekko And Co,2026-04-20,17112.36,INR,205.34832,350.pdf,False,True,"[{'description': 'License Renewal', 'amount': 276.75}, {'description': 'Consulting Hours', 'amount': 2141.8}, {'description': 'Premium Support Plan', 'amount': 5604.5}, {'description': 'Quarterly Maintenance', 'amount': 3220.52}, {'description': 'Design Work', 'amount': 5856.29}]"
INV-99929,Vandelay Industries,2026-01-14,13.29779,EUR,14.361613200000003,352.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 3.2778}, {'description': 'System Installation', 'amount': 5.16312}, {'description': 'Onsite Training', 'amount': 253.8}, {'description': 'Annual Software License', 'amount': 2.35344}]"
INV-2026-12840,Umbrella Corporation Inc,2025-02-22,10786.42,GBP,13698.7534,354.pdf,False,True,"[{'description': 'Data Subscription', 'amount': 10786.42}, {'description': 'Security Audit', 'amount': 1778.64}, {'description': 'License Renewal', 'amount': 5464.72}, {'description': 'Data Subscription', 'amount': 1314.06}]"
INV.23033,Vandelay Industries,02.12.2025,5244.77,USD,5244.77,355.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 4558.1}, {'description': 'Quarterly maintenance', 'amount': 436.92}]"
,Black Mesa Supplies,,0.0,,0.0,356.pdf,True,,[]
INV-32802,Acme Corp,2026-06-03,10184.58,INR,122.21496,357.pdf,False,True,"[{'description': 'Premium Support Plan', 'amount': 50.04}, {'description': 'Consulting Hours', 'amount': 5986.26}, {'description': 'Server Hardware', 'amount': 3663.3}]"
INV-86015,Stark Industries Llc,2026-12-23,3775.17,INR,45.302040000000005,358.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 383.62}, {'description': 'License renewal', 'amount': 2207.58}, {'description': 'Freight and shipping', 'amount': 1171.47}]"
68588-INV,Wonka Industries,2025-07-14,11828.59,USD,11828.59,359.pdf,False,,"[{'description': 'Quarterly maintenance', 'amount': 2238.24}, {'description': 'Server hardware', 'amount': 6514.7}, {'description': 'Data subscription', 'amount': 1130.6}, {'description': 'Server hardware', 'amount': 1740.96}, {'description': 'Server hardware', 'amount': 204.09}]"
INV.23554,Acme Corp,2026-03-19,18199.13,GBP,23112.8951,36.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 4230.3}, {'description': 'Quarterly Maintenance', 'amount': 2185.89}, {'description': 'Server Hardware', 'amount': 4541.74}]"
INV-55613,Oscorp Industries,2026-03-28,2266.58,INR,27.19896,360.pdf,False,True,"[{'description': 'Onsite training', 'amount': 679.69}, {'description': 'Server hardware', 'amount': 835.35}, {'description': 'Consulting hours', 'amount': 405.79}]"
INV-12336,Gekko And Co,2025-01-15,13.34275,EUR,14.41017,362.pdf,False,,"[{'description': 'Cloud Hosting', 'amount': 6.17715}, {'description': 'Design Work', 'amount': 1.35768}, {'description': 'System Installation', 'amount': 5.80792}]"
INV/37398,Wonka Industries,2026-12-22,11247.2,INR,134.96640000000002,363.pdf,False,,"[{'description': 'cloud hosting', 'amount': 2658.69}, {'description': 'spare parts', 'amount': 1993.9}, {'description': 'license renewal', 'amount': 6594.61}]"
INV-9521,Acme Corp,18.08.2025,6969.0,EUR,7526.52,364.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 696.9}, {'description': 'Security Audit', 'amount': 23.58}, {'description': 'Server Hardware', 'amount': 856.13}]"
INV/89784,Vandelay Industries,2026-09-12,12262.43,EUR,13243.424400000002,365.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 897.75}, {'description': 'Annual Software License', 'amount': 825.44}, {'description': 'Onsite Training', 'amount': 10.54}]"
INV-69402,Wayne Enterprises Ltd,2026-03-05,14381.26,USD,14381.26,366.pdf,False,True,"[{'description': 'System Installation', 'amount': 394.71}, {'description': 'License Renewal', 'amount': 2178.44}, {'description': 'Design Work', 'amount': 1631.58}, {'description': 'Premium Support Plan', 'amount': 687.29}, {'description': 'Onsite Training', 'amount': 3303.63}]"
INV-47038,Vandelay Industries,2026-03-04,8812.87,CAD,8812.87,367.pdf,False,True,"[{'description': 'System Installation', 'amount': 801.17}, {'description': 'Onsite Training', 'amount': 623.36}, {'description': 'License Renewal', 'amount': 886.61}]"
,Holi Inc.,,4630.34,INR,55.564080000000004,368.pdf,False,True,"[{'description': 'License Renewal', 'amount': 1580.46}, {'description': 'Onsite Training', 'amount': 2817.48}]"
INV-2026/45800,Stark Industries Llc,2025-08-25,17547.3,EUR,18951.084,369.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 5092.15}, {'description': 'Security Audit', 'amount': 39672.22}, {'description': 'Cloud Hosting', 'amount': 32570.0}, {'description': 'Freight and Shipping', 'amount': 5523.21}]"
INV-35777,Umbrella Corporation Inc,2025-08-26,11233.6,GBP,14266.672,37.pdf,False,True,"[{'description': 'License Renewal', 'amount': 6436.98}, {'description': 'Quarterly Maintenance', 'amount': 871.85}, {'description': 'Quarterly Maintenance', 'amount': 3092.65}]"
INV-51379,Globex Llc,2026-05-11,8.764,EUR,9.46512,370.pdf,False,True,"[{'description': 'Consulting hours', 'amount': 1602.72}, {'description': 'Spare parts', 'amount': 97104.0}, {'description': 'Premium support plan', 'amount': 4386.4}, {'description': 'System installation', 'amount': 1778.86}]"
INV-49010,Initech Inc,23.04.2026,9305.47,EUR,10049.9076,371.pdf,False,,"[{'description': 'Spare parts', 'amount': 4840.83}, {'description': 'System installation', 'amount': 1005.76}, {'description': 'Onsite training', 'amount': 2001.9}, {'description': 'Server hardware', 'amount': 1456.98}]"
INV.64531,Globex Llc,2025-11-28,16179.18,CAD,16179.18,373.pdf,False,True,"[{'description': 'Freight and Shipping', 'amount': 4872.72}, {'description': 'Design Work', 'amount': 2280.32}, {'description': 'Design Work', 'amount': 6329.61}]"
INV-22372,Wonka Industries,2026-09-25,1836.89,USD,1836.89,374.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 764.04}, {'description': 'License Renewal', 'amount': 486.18}, {'description': 'License Renewal', 'amount': 450.6}]"
3133-INV,Globex Llc,2026-02-22,5424.05,USD,5424.05,375.pdf,False,,"[{'description': 'Consulting hours', 'amount': 2055.0}, {'description': 'Onsite training', 'amount': 980.9}, {'description': 'Cloud hosting', 'amount': 1393.71}, {'description': 'System installation', 'amount': 994.44}]"
INV-56435,Gekko And Co,2025-06-04,8.52945,EUR,9.211806000000001,378.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 5.66154}, {'description': 'Spare parts', 'amount': 1.69902}, {'description': 'Onsite training', 'amount': 382.12}]"
94509-INV,Aperture Labs,02.04.2026,12142.55,INR,145.7106,379.pdf,False,,"[{'description': 'Design work', 'amount': 4519.53}, {'description': 'License renewal', 'amount': 5544.12}, {'description': 'Freight and shipping', 'amount': 2078.9}]"
INV.14206/INV.,Pied Piper Llc,2026-05-23,7090.41,EUR,7657.6428000000005,38.pdf,False,,"[{'description': 'Premium Support Plan', 'amount': 390.69}, {'description': 'Spare Parts', 'amount': 3579.45}, {'description': 'Spare Parts', 'amount': 486.51}, {'description': 'Cloud Hosting', 'amount': 1320.66}, {'description': 'Security Audit', 'amount': 1313.1}]"
INV/97475,Wayne Enterprises Ltd,03.04.2025,10734.18,INR,128.81016,380.pdf,False,True,"[{'description': 'Design work', 'amount': 2653.84}, {'description': 'Freight and shipping', 'amount': 4796.12}, {'description': 'Consulting hours', 'amount': 249.12}, {'description': 'System installation', 'amount': 2228.4}]"
INV-8112,Pied Piper Llc,2026-09-13,11627.3,USD,11627.3,381.pdf,False,True,"[{'description': 'Onsite training', 'amount': 813.93}, {'description': 'License renewal', 'amount': 82.9}, {'description': 'Premium support plan', 'amount': 3405.1}]"
INV-1057,Wonka Industries,05.02.2025,4138.32,INR,49.659839999999996,382.pdf,False,,"[{'description': 'Data Subscription', 'amount': 558.48}, {'description': 'Security Audit', 'amount': 3579.84}]"
INV. Account for remittance AC2337500,Tyrell Corp,2025-03-26,3099.08,GBP,3935.8316,385.pdf,False,True,"[{'description': 'Onsite training', 'amount': 1788.5}, {'description': 'Onsite training', 'amount': 1270.58}]"
27528,Initech Inc,2026-01-11,8434.93,INR,101.21916,386.pdf,False,,"[{'description': 'Onsite training', 'amount': 6238.75}, {'description': 'Quarterly maintenance', 'amount': 2196.18}]"
INV-5916,Nakatomi Trading,2025-11-14,25564.82,INR,306.77784,387.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 3252.0}, {'description': 'Freight and shipping', 'amount': 10187.64}, {'description': 'Design work', 'amount': 1308.24}, {'description': 'License renewal', 'amount': 7177.5}]"
INV-61080,Oscorp Industries,2025-08-14,9811.29,USD,9811.29,388.pdf,False,True,"[{'description': 'Premium Support Plan', 'amount': 230.4}, {'description': 'Freight and Shipping', 'amount': 4965.39}, {'description': 'Freight and Shipping', 'amount': 4148.3}]"
INV/20943,Soylent Corp,2025-04-28,11741.0,GBP,14911.07,389.pdf,False,True,"[{'description': 'License Renewal', 'amount': 6773.68}, {'description': 'Security Audit', 'amount': 2977.15}]"
INV-19365,Stark Industries Llc,2025-02-21,6095.71,GBP,7741.5517,39.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 1295.58}, {'description': 'Data Subscription', 'amount': 1840.68}, {'description': 'Consulting Hours', 'amount': 1943.5}]"
INV-91462,Globex Llc,"Jun 24, 2026",5739.04,USD,5739.04,390.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 2584.44}, {'description': 'Consulting hours', 'amount': 362.41}, {'description': 'Consulting hours', 'amount': 2518.9}]"
INV-57451,Gekko And Co,08.10.2026,7390.59,INR,88.68708000000001,393.pdf,False,,"[{'description': 'Onsite training', 'amount': 811.47}, {'description': 'Data subscription', 'amount': 1296.36}, {'description': 'Data subscription', 'amount': 5282.76}]"
INV-27006,Stark Industries Llc,2026/03/11,18244.52,EUR,19704.0816,395.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 41025.0}, {'description': 'Quarterly Maintenance', 'amount': 18151.0}, {'description': 'Spare Parts', 'amount': 45666.0}, {'description': 'Data Subscription', 'amount': 74968.0}, {'description': 'Quarterly Maintenance', 'amount': 52087.0}]"
INV-95449,Hooli Inc,2026-07-11,10.431,EUR,11.26548,396.pdf,False,True,"[{'description': 'Security Audit', 'amount': 3.942}, {'description': 'Onsite Training', 'amount': 4.887}]"
INV. Account for remittance AC1545206,Wayne Enterprises Ltd,2026-01-18,14056.88,USD,14056.88,397.pdf,False,,"[{'description': 'License renewal', 'amount': 6715.44}, {'description': 'System installation', 'amount': 729.71}, {'description': 'License renewal', 'amount': 762.93}, {'description': 'Design work', 'amount': 5190.1}, {'description': 'License renewal', 'amount': 658.7}]"
INV-53632,Tyrell Corp,2025-04-05,6367.29,EUR,6876.6732,398.pdf,False,True,"[{'description': 'Consulting hours', 'amount': 5672.26}, {'description': 'Data subscription', 'amount': 25791.0}, {'description': 'Security audit', 'amount': 39712.0}]"
INV-32389,Umbrella Corporation Inc,2026-07-15,21507.42,GBP,27314.4234,399.pdf,False,True,"[{'description': 'Freight and shipping', 'amount': 1201.11}, {'description': 'Design work', 'amount': 3910.55}, {'description': 'Spare parts', 'amount': 5209.44}, {'description': 'Design work', 'amount': 5128.68}]"
INV-42552,Pied Piper Llc,2026-09-02,5324.08,EUR,5750.0064,40.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 27610.0}, {'description': 'Data Subscription', 'amount': 5047.98}]"
INV-35429,Pied Piper Llc,2025-06-07,1.0,INR,0.012,400.pdf,False,True,"[{'description': 'Onsite training', 'amount': 1001.22}, {'description': 'Data subscription', 'amount': 6025.32}, {'description': 'Server hardware', 'amount': 867.6}, {'description': 'Quarterly maintenance', 'amount': 1738.86}]"
INV. 6857/INV.,Globex Llc,2025-02-09,8390.3,USD,8390.3,401.pdf,False,,"[{'description': 'Freight and Shipping', 'amount': 1433.76}, {'description': 'Spare Parts', 'amount': 297.8}, {'description': 'System Installation', 'amount': 6658.74}]"
57602-INV,Oscorp Industries,2025-10-08,10170.24,INR,122.04288,402.pdf,False,,"[{'description': 'Spare Parts', 'amount': 6120.5}, {'description': 'Quarterly Maintenance', 'amount': 167.65}, {'description': 'System Installation', 'amount': 1803.09}, {'description': 'System Installation', 'amount': 2079.0}]"
98359-INV,Wonka Industries,02.11.2026,13.90692,EUR,15.019473600000001,403.pdf,False,,"[{'description': 'Quarterly maintenance', 'amount': 1.1753}, {'description': 'System installation', 'amount': 1.87416}, {'description': 'License renewal', 'amount': 8.4568}, {'description': 'Security audit', 'amount': 1.27698}, {'description': 'Data subscription', 'amount': 1.12368}]"
INV-13433,Globex Llc,2026-04-26,16.2461,EUR,17.545787999999998,404.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 4.2323}, {'description': 'Data Subscription', 'amount': 1.9694}, {'description': 'Onsite Training', 'amount': 22.4354}, {'description': 'Spare Parts', 'amount': 8.5767}]"
INV. Account for remittance AC1209637,Stark Industries Llc,2026-02-21,11423.78,INR,137.08536,406.pdf,False,True,"[{'description': 'Onsite training', 'amount': 846.21}, {'description': 'Security audit', 'amount': 6637.86}, {'description': 'System installation', 'amount': 1775.52}]"
INV-6233-INV,Globex Llc,2026-07-11,23.07971,EUR,24.9260868,407.pdf,False,True,"[{'description': 'Annual Software License', 'amount': 5.13776}, {'description': 'Onsite Training', 'amount': 1.89192}, {'description': 'License Renewal', 'amount': 7.38612}, {'description': 'System Installation', 'amount': 6.9543}]"
INV-2026-02-10,Tyrell Corp,2026-02-10,4187.8,USD,4187.8,408.pdf,False,True,"[{'description': 'Consulting Hours', 'amount': 2922.15}, {'description': 'Quarterly Maintenance', 'amount': 94.8}]"
INV-18895,Black Mesa Supplies,2025-07-03,12783.05,USD,12783.05,409.pdf,False,True,"[{'description': 'Freight and shipping', 'amount': 274.37}, {'description': 'Server hardware', 'amount': 344.29}, {'description': 'Consulting hours', 'amount': 226.45}, {'description': 'Spare parts', 'amount': 249.61}, {'description': 'Quarterly maintenance', 'amount': 849.62}]"
,Oscorp Industries,,132.3,INR,1.5876000000000001,410.pdf,False,,[]
INV-2026-91917,Initech Inc,2025-12-07,9878.05,INR,118.53659999999999,411.pdf,False,,"[{'description': 'License Renewal', 'amount': 701.35}, {'description': 'System Installation', 'amount': 2633.49}, {'description': 'Spare Parts', 'amount': 1867.98}, {'description': 'Annual Software License', 'amount': 4033.65}, {'description': 'Premium Support Plan', 'amount': 641.58}]"
INV-2026/30870,Gekko And Co,2026-01-17,5190.12,GBP,6591.4524,412.pdf,False,,"[{'description': 'License renewal', 'amount': 258.28}, {'description': 'Freight and shipping', 'amount': 4931.84}]"
INV-89593,Pied Piper Llc,"Sep 17, 2026",7532.58,INR,90.39096,413.pdf,False,True,"[{'description': 'Design work', 'amount': 4151.34}, {'description': 'Consulting hours', 'amount': 768.18}, {'description': 'Freight and shipping', 'amount': 1891.92}, {'description': 'Subtotal', 'amount': 6811.44}, {'description': 'Tax', 'amount': 681.14}, {'description': 'Shipping', 'amount': 40.0}]"
INV-35693,Cyberdyne Systems,2026-04-19,10792.3,INR,129.5076,414.pdf,False,True,"[{'description': 'Spare Parts', 'amount': 3971.4}, {'description': 'System Installation', 'amount': 4396.56}, {'description': 'Cloud Hosting', 'amount': 625.62}]"
INV. Account for remittance AC4063903,Soylent Corp,"Jul 26, 2025",14691.34,GBP,18658.001800000002,415.pdf,False,,"[{'description': 'Quarterly maintenance', 'amount': 7288.74}, {'description': 'Annual software license', 'amount': 6078.6}, {'description': 'System installation', 'amount': 354.44}, {'description': 'Data subscription', 'amount': 199.76}, {'description': 'Freight and shipping', 'amount': 769.8}]"
INV-93175,Soylent Corp,2025-11-10,7.9694,EUR,8.606952000000001,416.pdf,False,True,"[{'description': 'Design work', 'amount': 100.22}, {'description': 'Quarterly maintenance', 'amount': 3847.0}, {'description': 'Quarterly maintenance', 'amount': 1796.92}, {'description': 'Data subscription', 'amount': 230.72}]"
INV-57232,Aperture Labs,2026-11-02,18243.48,GBP,23169.2196,418.pdf,False,True,"[{'description': 'Premium Support Plan', 'amount': 4383.2}, {'description': 'License Renewal', 'amount': 4098.4}, {'description': 'Quarterly Maintenance', 'amount': 4202.58}, {'description': 'Freight and Shipping', 'amount': 3900.8}]"
73237-INV,Black Mesa Supplies,10.04.2025,2889.02,EUR,3120.1416000000004,419.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 762.06}, {'description': 'Premium Support Plan', 'amount': 1864.32}]"
INV/67275,Cyberdyne Systems,2025-07-22,16912.5,GBP,21478.875,420.pdf,False,True,"[{'description': 'System Installation', 'amount': 812.82}, {'description': 'Data Subscription', 'amount': 5277.6}, {'description': 'Cloud Hosting', 'amount': 5354.16}, {'description': 'Design Work', 'amount': 4650.66}]"
INV-55879,Massive Dynamic,2026-07-20,1645.83,USD,1645.83,421.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 327.11}, {'description': 'Consulting Hours', 'amount': 1293.72}]"
INV.15514/INV.,Gekko And Co,2025-12-11,9306.7,EUR,10051.236,422.pdf,False,True,"[{'description': 'Quarterly maintenance', 'amount': 7296.3}, {'description': 'Server hardware', 'amount': 26128.0}, {'description': 'Annual software license', 'amount': 41176.0}, {'description': 'System installation', 'amount': 11463.8}, {'description': 'Server hardware', 'amount': 19098.0}]"
INV-42850,Massive Dynamic,2025-10-01,5958.58,INR,71.50296,423.pdf,False,True,"[{'description': 'Quarterly Maintenance', 'amount': 265.92}, {'description': 'Server Hardware', 'amount': 4699.56}]"
INV-47719,Tyrell Corp,2025-08-06,25065.92,GBP,31833.718399999998,425.pdf,False,True,"[{'description': 'Onsite training', 'amount': 4369.65}, {'description': 'Premium support plan', 'amount': 8266.39}, {'description': 'Quarterly maintenance', 'amount': 1137.48}, {'description': 'Freight and shipping', 'amount': 9013.68}]"
INV-85098,Cyberdyne Systems,2025-02-17,8365.53,GBP,10624.223100000001,427.pdf,False,True,"[{'description': 'License renewal', 'amount': 7096.59}, {'description': 'Data subscription', 'amount': 134.43}, {'description': 'Premium support plan', 'amount': 724.25}]"
INV/99555,Hooli Inc,2026-04-13,8976.93,INR,107.72316000000001,428.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 1355.04}, {'description': 'Premium Support Plan', 'amount': 995.55}, {'description': 'Quarterly Maintenance', 'amount': 2205.04}, {'description': 'License Renewal', 'amount': 1677.9}, {'description': 'Cloud Hosting', 'amount': 3614.4}]"
INV-73038,Black Mesa Supplies,2026-03-03,19707.65,EUR,21284.262000000002,429.pdf,False,,"[{'description': 'System installation', 'amount': 2893.05}, {'description': 'System installation', 'amount': 3005.7}, {'description': 'Quarterly maintenance', 'amount': 8378.7}, {'description': 'Data subscription', 'amount': 2088.24}, {'description': 'License renewal', 'amount': 3341.96}]"
INV.32533/INV.,Wayne Enterprises Ltd,2026-05-18,7.30384,EUR,7.888147200000001,43.pdf,False,True,"[{'description': 'System installation', 'amount': 2.29302}, {'description': 'Cloud hosting', 'amount': 2.16905}, {'description': 'Onsite training', 'amount': 1.28184}, {'description': 'System installation', 'amount': 1.18832}]"
INV-9330,Cyberdyne Systems,2025-11-10,5304.39,USD,5304.39,431.pdf,False,,"[{'description': 'Data Subscription', 'amount': 2639.6}, {'description': 'Freight and Shipping', 'amount': 1978.83}, {'description': 'Consulting Hours', 'amount': 685.96}]"
INV-69492,Nakatomi Trading,2025-09-03,8261.3,GBP,10491.850999999999,432.pdf,False,True,"[{'description': 'Premium support plan', 'amount': 3483.36}, {'description': 'Onsite training', 'amount': 3644.62}, {'description': 'Onsite training', 'amount': 716.12}]"
BENGALURU_14308_INV_ACCOUNT,Gekko And Co,2026-11-27,10069.92,GBP,12788.7984,434.pdf,False,,"[{'description': 'Annual Software License', 'amount': 6037.36}, {'description': 'Design Work', 'amount': 4032.56}]"
INV-20330,Aperture Labs,2026-08-20,15485.32,INR,185.82384,435.pdf,False,True,"[{'description': 'Cloud Hosting', 'amount': 926.74}, {'description': 'Data Subscription', 'amount': 3983.22}, {'description': 'Support Plan', 'amount': 5258.11}, {'description': 'Freight and Shipping', 'amount': 4950.6}]"
INV-97875,Acme Corp,2026-12-27,2997.88,EUR,3237.7104000000004,436.pdf,False,True,"[{'description': 'System Installation', 'amount': 214.06}, {'description': 'Premium Support Plan', 'amount': 811.98}, {'description': 'Quarterly Maintenance', 'amount': 1738.2}]"
INV.23245/2026,Black Mesa Supplies,2026-05-27,19571.93,USD,19571.93,437.pdf,False,True,"[{'description': 'Freight and shipping', 'amount': 417.2}, {'description': 'Onsite training', 'amount': 560.38}, {'description': 'Annual software license', 'amount': 370.77}, {'description': 'Spare parts', 'amount': 500.4}, {'description': 'Onsite training', 'amount': 770.29}]"
INV-20074,Massive Dynamic,2025-04-11,1241128.0,EUR,1340418.24,438.pdf,False,True,"[{'description': 'Security Audit', 'amount': 417942.0}, {'description': 'Annual Software License', 'amount': 186480.0}, {'description': 'Premium Support Plan', 'amount': 75963.0}, {'description': 'Quarterly Maintenance', 'amount': 259908.0}, {'description': 'Annual Software License', 'amount': 241734.0}]"
INV. 91663/INV.,Globex Llc,2025-07-21,12906.7,GBP,16391.509000000002,439.pdf,False,True,"[{'description': 'Server Hardware', 'amount': 2476.08}, {'description': 'Data Subscription', 'amount': 4270.31}, {'description': 'Quarterly Maintenance', 'amount': 6120.31}]"
